count 	 data 	 target 	 output 
81	tensor([0.0187, 0.6261, 0.0027])	tensor([1.])	tensor([1.])
82	tensor([0.0200, 0.2148, 0.2147])	tensor([1.])	tensor([1.])
83	tensor([0.0000, 0.0106, 0.0196])	tensor([0.])	tensor([0.])
84	tensor([0.0000, 0.0159, 0.0001])	tensor([0.])	tensor([0.])
85	tensor([0.0000, 0.0913, 0.2147])	tensor([1.])	tensor([0.])
86	tensor([0.0112, 0.2284, 0.0043])	tensor([1.])	tensor([1.])
87	tensor([0.0000, 0.0173, 0.0355])	tensor([0.])	tensor([0.])
88	tensor([0.0000, 0.1831, 0.0333])	tensor([1.])	tensor([0.])
89	tensor([0.0000, 0.0004, 0.0050])	tensor([0.])	tensor([0.])
90	tensor([0.0000, 0.0149, 0.0033])	tensor([0.])	tensor([0.])
91	tensor([0.0013, 0.2798, 0.2275])	tensor([1.])	tensor([1.])
92	tensor([0.0000, 0.1857, 0.0006])	tensor([1.])	tensor([0.])
93	tensor([0.0024, 0.3199, 0.1394])	tensor([1.])	tensor([1.])
94	tensor([0.0106, 0.2078, 0.2275])	tensor([1.])	tensor([1.])
95	tensor([0.0000, 0.1035, 0.0592])	tensor([1.])	tensor([0.])
96	tensor([0.0000, 0.0113, 0.0039])	tensor([0.])	tensor([0.])
97	tensor([0.0000, 0.0000, 0.0001])	tensor([0.])	tensor([0.])
98	tensor([0.0150, 0.6603, 0.0355])	tensor([1.])	tensor([1.])
99	tensor([0.0562, 0.4264, 0.0333])	tensor([1.])	tensor([1.])
100	tensor([0.0000, 0.0036, 0.0333])	tensor([0.])	tensor([0.])
101	tensor([0.0000, 0.0252, 0.0036])	tensor([0.])	tensor([0.])
102	tensor([0.0457, 0.6396, 0.0592])	tensor([1.])	tensor([1.])
103	tensor([0.0000, 0.0253, 0.0333])	tensor([0.])	tensor([0.])
104	tensor([0.0179, 0.8543, 0.1394])	tensor([1.])	tensor([1.])
105	tensor([0.0220, 0.6116, 0.0577])	tensor([1.])	tensor([1.])
106	tensor([0.0000, 0.0022, 0.0033])	tensor([0.])	tensor([0.])
107	tensor([0.0090, 0.1962, 0.0592])	tensor([1.])	tensor([1.])
108	tensor([0.1000, 0.0131, 0.0355])	tensor([0.])	tensor([1.])
109	tensor([0.0254, 0.1906, 0.2147])	tensor([1.])	tensor([1.])
110	tensor([0.0000, 0.0279, 0.0041])	tensor([0.])	tensor([0.])
111	tensor([0.0000, 0.0496, 0.0355])	tensor([0.])	tensor([0.])
112	tensor([0.0000, 0.2532, 0.0577])	tensor([1.])	tensor([1.])
113	tensor([0.0000, 0.0938, 0.1394])	tensor([0.])	tensor([0.])
114	tensor([0.0000, 0.1683, 0.0592])	tensor([0.])	tensor([0.])
115	tensor([0.0000, 0.0211, 0.1394])	tensor([0.])	tensor([0.])
116	tensor([0.0038, 0.5232, 0.0057])	tensor([1.])	tensor([1.])
117	tensor([0.0000, 0.0490, 0.0014])	tensor([0.])	tensor([0.])
118	tensor([0.0352, 0.4405, 0.2147])	tensor([1.])	tensor([1.])
119	tensor([0.0000, 0.0035, 0.1394])	tensor([0.])	tensor([0.])
120	tensor([0.0000, 0.0993, 0.0333])	tensor([1.])	tensor([0.])
121	tensor([0.0000, 0.0041, 0.0016])	tensor([0.])	tensor([0.])
122	tensor([0.0000, 0.0085, 0.1394])	tensor([0.])	tensor([0.])
123	tensor([0.0625, 0.6422, 0.2275])	tensor([1.])	tensor([1.])
124	tensor([0.0228, 0.4039, 0.2275])	tensor([1.])	tensor([1.])
125	tensor([0.0000, 0.0224, 0.0187])	tensor([0.])	tensor([0.])
126	tensor([0.0044, 0.4677, 0.0592])	tensor([1.])	tensor([1.])
127	tensor([0.0026, 0.3618, 0.0065])	tensor([1.])	tensor([1.])
128	tensor([0.0000, 0.0048, 0.0577])	tensor([0.])	tensor([0.])
129	tensor([0.0625, 0.5294, 0.2147])	tensor([1.])	tensor([1.])
130	tensor([0.0000, 0.0809, 0.0020])	tensor([0.])	tensor([0.])
131	tensor([0.0222, 0.8117, 0.1394])	tensor([1.])	tensor([1.])
132	tensor([0.0012, 0.1192, 0.0355])	tensor([1.])	tensor([1.])
133	tensor([0.0000, 0.0073, 0.0577])	tensor([0.])	tensor([0.])
134	tensor([0.0000, 0.1194, 0.2147])	tensor([0.])	tensor([0.])
135	tensor([0.0467, 0.1619, 0.2275])	tensor([1.])	tensor([1.])
136	tensor([0.0091, 0.3153, 0.0355])	tensor([0.])	tensor([1.])
137	tensor([0.0000, 0.0658, 0.2147])	tensor([0.])	tensor([0.])
138	tensor([0.0000, 0.1565, 0.2275])	tensor([1.])	tensor([1.])
139	tensor([0.0019, 0.2484, 0.0187])	tensor([1.])	tensor([1.])
140	tensor([0.0000, 0.1010, 0.2147])	tensor([0.])	tensor([0.])
141	tensor([0.0357, 0.2857, 0.0592])	tensor([0.])	tensor([1.])
142	tensor([0.0110, 0.0972, 0.2147])	tensor([1.])	tensor([1.])
143	tensor([0.0000, 0.0000, 0.0333])	tensor([0.])	tensor([0.])
144	tensor([0.0069, 0.4680, 0.2275])	tensor([1.])	tensor([1.])
145	tensor([0.0000, 0.0000, 0.0592])	tensor([0.])	tensor([0.])
146	tensor([0.0251, 0.6574, 0.0592])	tensor([1.])	tensor([1.])
147	tensor([0.0000, 0.0003, 0.0039])	tensor([0.])	tensor([0.])
148	tensor([0.0000, 0.0001, 0.0016])	tensor([0.])	tensor([0.])
149	tensor([0.0000, 0.0084, 0.0196])	tensor([0.])	tensor([0.])
150	tensor([0.0000, 0.0033, 0.0592])	tensor([0.])	tensor([0.])
151	tensor([0.0000, 0.2910, 0.2275])	tensor([1.])	tensor([1.])
152	tensor([0.0188, 0.3133, 0.2147])	tensor([1.])	tensor([1.])
153	tensor([0.0000, 0.0372, 0.2275])	tensor([0.])	tensor([0.])
154	tensor([0.0000, 0.2484, 0.2275])	tensor([1.])	tensor([1.])
155	tensor([0.0000, 0.0011, 0.0038])	tensor([0.])	tensor([0.])
156	tensor([0.0000, 0.0039, 0.0057])	tensor([0.])	tensor([0.])
157	tensor([0.0217, 0.6815, 0.0030])	tensor([0.])	tensor([1.])
158	tensor([0.0000, 0.0229, 0.2147])	tensor([0.])	tensor([0.])
159	tensor([0.0000, 0.0216, 0.0592])	tensor([0.])	tensor([0.])
160	tensor([0.0000, 0.0005, 0.0040])	tensor([0.])	tensor([0.])
161	tensor([0.0078, 0.2109, 0.2147])	tensor([1.])	tensor([1.])
162	tensor([0.0233, 0.3336, 0.0333])	tensor([1.])	tensor([1.])
163	tensor([0.0000, 0.0068, 0.0187])	tensor([0.])	tensor([0.])
164	tensor([0.0170, 0.3152, 0.0039])	tensor([1.])	tensor([1.])
165	tensor([0.0098, 0.2094, 0.0187])	tensor([1.])	tensor([1.])
166	tensor([0.0000, 0.0064, 0.0355])	tensor([0.])	tensor([0.])
167	tensor([0.0000, 0.0018, 0.0038])	tensor([0.])	tensor([0.])
168	tensor([0.0000, 0.0020, 0.0577])	tensor([0.])	tensor([0.])
169	tensor([6.3694e-03, 4.5902e-01, 2.0918e-04])	tensor([1.])	tensor([1.])
170	tensor([0.0492, 0.7004, 0.1394])	tensor([1.])	tensor([1.])
171	tensor([0.0232, 0.3057, 0.0036])	tensor([1.])	tensor([1.])
172	tensor([0.0000, 0.0115, 0.0014])	tensor([0.])	tensor([0.])
173	tensor([0.0068, 0.0339, 0.2147])	tensor([1.])	tensor([1.])
174	tensor([0.0000, 0.0752, 0.2147])	tensor([1.])	tensor([0.])
175	tensor([0.0476, 0.7153, 0.0355])	tensor([1.])	tensor([1.])
176	tensor([0.0000, 0.0694, 0.2147])	tensor([0.])	tensor([0.])
177	tensor([0.0093, 0.0521, 0.0592])	tensor([1.])	tensor([1.])
178	tensor([0.0000, 0.0276, 0.0032])	tensor([0.])	tensor([0.])
179	tensor([0.0000, 0.0108, 0.0333])	tensor([1.])	tensor([0.])
180	tensor([0.0000, 0.0754, 0.2275])	tensor([0.])	tensor([0.])
181	tensor([0.0000, 0.0396, 0.2147])	tensor([1.])	tensor([0.])
182	tensor([0.0000, 0.0040, 0.0333])	tensor([0.])	tensor([0.])
183	tensor([0.0171, 0.4313, 0.2275])	tensor([1.])	tensor([1.])
184	tensor([0.0449, 0.7124, 0.1394])	tensor([1.])	tensor([1.])
185	tensor([0.0000, 0.0000, 0.0027])	tensor([0.])	tensor([0.])
186	tensor([0.0000, 0.1251, 0.0592])	tensor([0.])	tensor([0.])
187	tensor([0.0000, 0.0295, 0.0187])	tensor([0.])	tensor([0.])
188	tensor([0.0000, 0.1045, 0.0592])	tensor([0.])	tensor([0.])
189	tensor([0.2500, 0.9754, 0.1394])	tensor([0.])	tensor([0.])
190	tensor([0.0000, 0.0051, 0.0032])	tensor([0.])	tensor([0.])
191	tensor([1.4599e-02, 3.4124e-01, 1.7700e-04])	tensor([1.])	tensor([1.])
192	tensor([0.0000, 0.0168, 0.0039])	tensor([0.])	tensor([0.])
193	tensor([0.0000, 0.0025, 0.0196])	tensor([1.])	tensor([0.])
194	tensor([0.0000, 0.0068, 0.2275])	tensor([0.])	tensor([0.])
195	tensor([0.0476, 0.7948, 0.0011])	tensor([1.])	tensor([1.])
196	tensor([0.0000, 0.0263, 0.0039])	tensor([0.])	tensor([0.])
197	tensor([0.0000, 0.0015, 0.0042])	tensor([0.])	tensor([0.])
198	tensor([0.0000, 0.0508, 0.0001])	tensor([0.])	tensor([0.])
199	tensor([0.0370, 0.6630, 0.0577])	tensor([1.])	tensor([1.])
200	tensor([0.2000, 0.8862, 0.0355])	tensor([0.])	tensor([0.])
201	tensor([0.0203, 0.7281, 0.1394])	tensor([1.])	tensor([1.])
202	tensor([0.0235, 0.7691, 0.0043])	tensor([0.])	tensor([1.])
203	tensor([0.0000, 0.0021, 0.0577])	tensor([0.])	tensor([0.])
204	tensor([0.0094, 0.0846, 0.0057])	tensor([1.])	tensor([1.])
205	tensor([0.0000, 0.0152, 0.0333])	tensor([0.])	tensor([0.])
206	tensor([0.0000, 0.0010, 0.0039])	tensor([0.])	tensor([0.])
207	tensor([0.0351, 0.7492, 0.0577])	tensor([1.])	tensor([1.])
208	tensor([0.0386, 0.7336, 0.0032])	tensor([1.])	tensor([1.])
209	tensor([0.0000, 0.0053, 0.0042])	tensor([0.])	tensor([0.])
210	tensor([0.0000, 0.0166, 0.0577])	tensor([0.])	tensor([0.])
211	tensor([0.0000, 0.0564, 0.0041])	tensor([0.])	tensor([0.])
212	tensor([0.0000, 0.0785, 0.0592])	tensor([0.])	tensor([0.])
213	tensor([0.0000, 0.1711, 0.0033])	tensor([0.])	tensor([0.])
214	tensor([0.0000, 0.0008, 0.0196])	tensor([0.])	tensor([0.])
215	tensor([0.0222, 0.1943, 0.0211])	tensor([1.])	tensor([1.])
216	tensor([0.0377, 0.3552, 0.2275])	tensor([1.])	tensor([1.])
217	tensor([0.0000, 0.0177, 0.0577])	tensor([0.])	tensor([0.])
218	tensor([0.0000, 0.1839, 0.0043])	tensor([0.])	tensor([0.])
219	tensor([0.0000, 0.0011, 0.0577])	tensor([0.])	tensor([0.])
220	tensor([0.0000, 0.0127, 0.0014])	tensor([1.])	tensor([0.])
221	tensor([0.0282, 0.1724, 0.2147])	tensor([1.])	tensor([1.])
222	tensor([0.0115, 0.7014, 0.1394])	tensor([1.])	tensor([1.])
223	tensor([0.0000, 0.0095, 0.0110])	tensor([0.])	tensor([0.])
224	tensor([0.0000, 0.0009, 0.0355])	tensor([0.])	tensor([0.])
225	tensor([0.0000, 0.0086, 0.0057])	tensor([1.])	tensor([0.])
226	tensor([0.0154, 0.1538, 0.0355])	tensor([1.])	tensor([1.])
227	tensor([0.0167, 0.2172, 0.2147])	tensor([1.])	tensor([1.])
228	tensor([6.7568e-03, 5.5648e-01, 2.8158e-05])	tensor([0.])	tensor([1.])
229	tensor([0.0000, 0.0004, 0.2275])	tensor([0.])	tensor([0.])
230	tensor([0.0066, 0.0594, 0.2275])	tensor([1.])	tensor([1.])
231	tensor([0.0000e+00, 1.3942e-01, 1.0057e-04])	tensor([0.])	tensor([0.])
232	tensor([0.0000, 0.0369, 0.2147])	tensor([1.])	tensor([0.])
233	tensor([0.0000, 0.0459, 0.2275])	tensor([0.])	tensor([0.])
234	tensor([0.0013, 0.0278, 0.2275])	tensor([1.])	tensor([1.])
235	tensor([0.0479, 0.4666, 0.0333])	tensor([1.])	tensor([1.])
236	tensor([0.0000e+00, 1.0303e-04, 2.1470e-01])	tensor([0.])	tensor([0.])
237	tensor([0.0000, 0.0221, 0.0032])	tensor([0.])	tensor([0.])
238	tensor([0.0262, 0.2734, 0.0592])	tensor([1.])	tensor([1.])
239	tensor([0.0000, 0.0860, 0.2275])	tensor([0.])	tensor([0.])
240	tensor([0.0144, 0.4329, 0.0038])	tensor([1.])	tensor([1.])
241	tensor([0.0000, 0.0008, 0.0196])	tensor([0.])	tensor([0.])
242	tensor([0.0000, 0.0030, 0.0032])	tensor([0.])	tensor([0.])
243	tensor([0.0000e+00, 5.0151e-02, 7.6430e-05])	tensor([0.])	tensor([0.])
244	tensor([0.0000, 0.0533, 0.0333])	tensor([0.])	tensor([0.])
245	tensor([0.0000, 0.0765, 0.2147])	tensor([1.])	tensor([0.])
246	tensor([0.0169, 0.2434, 0.0027])	tensor([1.])	tensor([1.])
247	tensor([0.0290, 0.3490, 0.0577])	tensor([1.])	tensor([1.])
248	tensor([0.0000, 0.0000, 0.0001])	tensor([0.])	tensor([0.])
249	tensor([0.0000, 0.0317, 0.0027])	tensor([0.])	tensor([0.])
250	tensor([0.0000, 0.0896, 0.2147])	tensor([1.])	tensor([0.])
251	tensor([0.0000, 0.0269, 0.0187])	tensor([0.])	tensor([0.])
252	tensor([0.0370, 0.7673, 0.1394])	tensor([1.])	tensor([1.])
253	tensor([0.0128, 0.5417, 0.0577])	tensor([1.])	tensor([1.])
254	tensor([0.0011, 0.2986, 0.0057])	tensor([1.])	tensor([1.])
255	tensor([0.0311, 0.5996, 0.1394])	tensor([1.])	tensor([1.])
256	tensor([0.0227, 0.6916, 0.0042])	tensor([0.])	tensor([1.])
257	tensor([0.0000, 0.0804, 0.0036])	tensor([1.])	tensor([0.])
258	tensor([0.0000, 0.0810, 0.0211])	tensor([1.])	tensor([0.])
259	tensor([0.0000, 0.1030, 0.0014])	tensor([0.])	tensor([0.])
260	tensor([0.0051, 0.4396, 0.0039])	tensor([1.])	tensor([1.])
261	tensor([0.0333, 0.3802, 0.2275])	tensor([1.])	tensor([1.])
262	tensor([0.0119, 0.2105, 0.2147])	tensor([1.])	tensor([1.])
263	tensor([0.0000, 0.0747, 0.2275])	tensor([0.])	tensor([0.])
264	tensor([0.0000, 0.2670, 0.0577])	tensor([1.])	tensor([1.])
265	tensor([0.0000, 0.0408, 0.0355])	tensor([0.])	tensor([0.])
266	tensor([0.0588, 0.0056, 0.0592])	tensor([1.])	tensor([1.])
267	tensor([0.0000, 0.0015, 0.0355])	tensor([1.])	tensor([0.])
268	tensor([0.0000, 0.0965, 0.2147])	tensor([0.])	tensor([0.])
269	tensor([0.0000, 0.0146, 0.0196])	tensor([0.])	tensor([0.])
270	tensor([0.0446, 0.6954, 0.0333])	tensor([1.])	tensor([1.])
271	tensor([0.0000, 0.0106, 0.0187])	tensor([0.])	tensor([0.])
272	tensor([0.0109, 0.5913, 0.0577])	tensor([0.])	tensor([1.])
273	tensor([0.0968, 0.5071, 0.2275])	tensor([1.])	tensor([1.])
274	tensor([0.0000, 0.1181, 0.0040])	tensor([1.])	tensor([0.])
275	tensor([0.0200, 0.0465, 0.0002])	tensor([1.])	tensor([1.])
276	tensor([0.0000, 0.0178, 0.1394])	tensor([0.])	tensor([0.])
277	tensor([0.0429, 0.7831, 0.0577])	tensor([1.])	tensor([1.])
278	tensor([0.0538, 0.3759, 0.2275])	tensor([1.])	tensor([1.])
279	tensor([0.0000, 0.0016, 0.0014])	tensor([0.])	tensor([0.])
280	tensor([0.0000, 0.0485, 0.0006])	tensor([0.])	tensor([0.])
281	tensor([0.0432, 0.7193, 0.2275])	tensor([1.])	tensor([1.])
282	tensor([0.0159, 0.5760, 0.2275])	tensor([1.])	tensor([1.])
283	tensor([0.0000, 0.0411, 0.0050])	tensor([0.])	tensor([0.])
284	tensor([0.0167, 0.7409, 0.0355])	tensor([1.])	tensor([1.])
285	tensor([0.0385, 0.1415, 0.2147])	tensor([1.])	tensor([1.])
286	tensor([0.0216, 0.2356, 0.2147])	tensor([1.])	tensor([1.])
287	tensor([0.0485, 0.5570, 0.0196])	tensor([1.])	tensor([1.])
288	tensor([0.0000, 0.0016, 0.0592])	tensor([0.])	tensor([0.])
289	tensor([0.0000, 0.0261, 0.0011])	tensor([0.])	tensor([0.])
290	tensor([0.0075, 0.1231, 0.0027])	tensor([1.])	tensor([1.])
291	tensor([0.0563, 0.5982, 0.2147])	tensor([1.])	tensor([1.])
292	tensor([0.0351, 0.6605, 0.0010])	tensor([1.])	tensor([1.])
293	tensor([0.0000, 0.0000, 0.0196])	tensor([0.])	tensor([0.])
294	tensor([0.0476, 0.4730, 0.0577])	tensor([1.])	tensor([1.])
295	tensor([0.0000, 0.0000, 0.0010])	tensor([0.])	tensor([0.])
296	tensor([0.0094, 0.1784, 0.2147])	tensor([1.])	tensor([1.])
297	tensor([0.0100, 0.1980, 0.2147])	tensor([1.])	tensor([1.])
298	tensor([0.0816, 0.6738, 0.0187])	tensor([1.])	tensor([1.])
299	tensor([0.0427, 0.4995, 0.2147])	tensor([1.])	tensor([1.])
300	tensor([0.0333, 0.0339, 0.0333])	tensor([1.])	tensor([1.])
301	tensor([0.0000, 0.0201, 0.0592])	tensor([0.])	tensor([0.])
302	tensor([0.0000, 0.0489, 0.0196])	tensor([0.])	tensor([0.])
303	tensor([0.0000, 0.0052, 0.0016])	tensor([0.])	tensor([0.])
304	tensor([0.0030, 0.4283, 0.0577])	tensor([1.])	tensor([1.])
305	tensor([0.0000, 0.0028, 0.0015])	tensor([0.])	tensor([0.])
306	tensor([0.0000, 0.0967, 0.2275])	tensor([0.])	tensor([0.])
307	tensor([0.0192, 0.1837, 0.0333])	tensor([0.])	tensor([1.])
308	tensor([0.0000, 0.0185, 0.0187])	tensor([1.])	tensor([0.])
309	tensor([0.0000, 0.0061, 0.0592])	tensor([0.])	tensor([0.])
310	tensor([0.0000, 0.0006, 0.0187])	tensor([0.])	tensor([0.])
311	tensor([0.0846, 0.6699, 0.2275])	tensor([1.])	tensor([1.])
312	tensor([0.0000, 0.1495, 0.2275])	tensor([1.])	tensor([1.])
313	tensor([0.0282, 0.2101, 0.0036])	tensor([1.])	tensor([1.])
314	tensor([0.0000, 0.0000, 0.0333])	tensor([0.])	tensor([0.])
315	tensor([0.0143, 0.0246, 0.0196])	tensor([1.])	tensor([1.])
316	tensor([0.0409, 0.4737, 0.2275])	tensor([1.])	tensor([1.])
317	tensor([0.0000, 0.0439, 0.0033])	tensor([0.])	tensor([0.])
318	tensor([0.0000, 0.0251, 0.0187])	tensor([0.])	tensor([0.])
319	tensor([0.0714, 0.5141, 0.0592])	tensor([0.])	tensor([1.])
320	tensor([0.0000, 0.0040, 0.0007])	tensor([1.])	tensor([0.])
321	tensor([0.0000, 0.0444, 0.0025])	tensor([0.])	tensor([0.])
322	tensor([0.0000, 0.0008, 0.0187])	tensor([0.])	tensor([0.])
323	tensor([0.0000, 0.0381, 0.0592])	tensor([0.])	tensor([0.])
324	tensor([0.2000, 0.7484, 0.2275])	tensor([1.])	tensor([1.])
325	tensor([0.0950, 0.4762, 0.0592])	tensor([1.])	tensor([1.])
326	tensor([0.0000, 0.1824, 0.0333])	tensor([1.])	tensor([0.])
327	tensor([0.0000, 0.0651, 0.0196])	tensor([0.])	tensor([0.])
328	tensor([0.0000, 0.0088, 0.0018])	tensor([0.])	tensor([0.])
329	tensor([0.0000, 0.0169, 0.0110])	tensor([0.])	tensor([0.])
330	tensor([0.0000, 0.0100, 0.0057])	tensor([0.])	tensor([0.])
331	tensor([0.0000, 0.0325, 0.1394])	tensor([0.])	tensor([0.])
332	tensor([0.0000, 0.0002, 0.0196])	tensor([0.])	tensor([0.])
333	tensor([0.0133, 0.6164, 0.0333])	tensor([1.])	tensor([1.])
334	tensor([0.0021, 0.0310, 0.2147])	tensor([1.])	tensor([1.])
335	tensor([0.0299, 0.8229, 0.1394])	tensor([1.])	tensor([1.])
336	tensor([0.0000, 0.0517, 0.1394])	tensor([0.])	tensor([0.])
337	tensor([0.0434, 0.6581, 0.0187])	tensor([1.])	tensor([1.])
338	tensor([0.0000, 0.0030, 0.0196])	tensor([0.])	tensor([0.])
339	tensor([0.0000, 0.0109, 0.0016])	tensor([0.])	tensor([0.])
340	tensor([0.0039, 0.5132, 0.2275])	tensor([1.])	tensor([1.])
341	tensor([0.0000, 0.0414, 0.0050])	tensor([0.])	tensor([0.])
342	tensor([0.0000, 0.0178, 0.0057])	tensor([0.])	tensor([0.])
343	tensor([0.0000, 0.0093, 0.0050])	tensor([0.])	tensor([0.])
344	tensor([0.0319, 0.4641, 0.0355])	tensor([1.])	tensor([1.])
345	tensor([0.0000, 0.0535, 0.0592])	tensor([0.])	tensor([0.])
346	tensor([0.0531, 0.8085, 0.1394])	tensor([1.])	tensor([1.])
